,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
4,ESBL12,4 length=564970 depth=0.82x,misc,M_2,False,False,False,0.82,564970,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL12,5 length=343025 depth=0.84x,misc,M_3,False,False,False,0.84,343025,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL12,6 length=305017 depth=0.93x,misc,M_4,False,False,False,0.93,305017,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL12,7 length=295210 depth=0.88x,misc,M_5,False,False,False,0.88,295210,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ESBL12,8 length=225347 depth=1.07x,misc,M_6,False,True,False,1.07,225347,"[""ant(3'')-Ia"", 'dfrA1']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184888..185687,,,,,,,,,,,,,,,,,183749..184222,,,,,,,,,,,,,,,,
9,ESBL12,9 length=207949 depth=1.00x,misc,M_7,False,False,False,1.00,207949,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ESBL12,10 length=194953 depth=1.18x,misc,M_8,False,False,False,1.18,194953,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL12,11 length=95664 depth=1.21x,misc,M_9,False,False,False,1.21,95664,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ESBL12,14 length=36701 depth=1.15x,misc,M_10,False,False,False,1.15,36701,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL12,15 length=15751 depth=1.09x,misc,M_11,False,False,False,1.09,15751,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL12,16 length=8948 depth=0.98x,misc,M_12,False,False,False,0.98,8948,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL12,17 length=7772 depth=0.68x,misc,M_13,False,False,False,0.68,7772,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL12,18 length=7514 depth=0.93x,misc,M_14,False,False,False,0.93,7514,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL12,19 length=6614 depth=1.29x,misc,M_15,False,False,False,1.29,6614,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL12,20 length=2561 depth=2.24x,misc,M_16,False,False,False,2.24,2561,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL12,21 length=2320 depth=1.79x,misc,M_17,False,False,False,1.79,2320,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL12,22 length=1771 depth=0.37x,misc,M_18,False,False,False,0.37,1771,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL12,23 length=1721 depth=2.37x,misc,M_19,False,False,False,2.37,1721,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL12,24 length=1693 depth=2.28x,misc,M_20,False,False,False,2.28,1693,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL12,25 length=1631 depth=0.88x,misc,M_21,False,False,False,0.88,1631,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL12,26 length=1629 depth=0.36x,misc,M_22,False,False,False,0.36,1629,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL12,27 length=1153 depth=0.29x,misc,M_23,False,False,False,0.29,1153,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL12,28 length=1093 depth=1.20x,misc,M_24,False,False,False,1.20,1093,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL12,29 length=1015 depth=0.32x,misc,M_25,False,False,False,0.32,1015,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL12,30 length=965 depth=2.62x,misc,M_26,False,False,False,2.62,965,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL12,31 length=808 depth=1.21x,misc,M_27,False,False,False,1.21,808,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL12,32 length=775 depth=1.08x,misc,M_28,False,False,False,1.08,775,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL12,33 length=721 depth=1.98x,misc,M_29,False,False,False,1.98,721,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL12,34 length=695 depth=1.20x,misc,M_30,False,False,False,1.20,695,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL12,35 length=431 depth=0.91x,misc,M_31,False,False,False,0.91,431,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL12,36 length=412 depth=1.20x,misc,M_32,False,False,False,1.20,412,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ESBL12,37 length=394 depth=0.71x,misc,M_33,False,False,False,0.71,394,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESBL12,38 length=385 depth=2.28x,misc,M_34,False,False,False,2.28,385,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESBL12,39 length=310 depth=1.40x,misc,M_35,False,False,False,1.40,310,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ESBL12,40 length=299 depth=1.20x,misc,M_36,False,False,False,1.20,299,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ESBL12,41 length=293 depth=0.74x,misc,M_37,False,False,False,0.74,293,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ESBL12,42 length=287 depth=1.12x,misc,M_38,False,False,False,1.12,287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESBL12,43 length=287 depth=1.31x,misc,M_39,False,False,False,1.31,287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ESBL12,44 length=276 depth=1.20x,misc,M_40,False,False,False,1.20,276,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ESBL12,45 length=273 depth=1.68x,misc,M_41,False,False,False,1.68,273,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ESBL12,46 length=257 depth=1.32x,misc,M_42,False,False,False,1.32,257,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ESBL12,47 length=225 depth=1.72x,misc,M_43,False,False,False,1.72,225,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ESBL12,48 length=213 depth=2.24x,misc,M_44,False,False,False,2.24,213,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ESBL12,49 length=200 depth=2.24x,misc,M_45,False,False,False,2.24,200,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ESBL12,50 length=191 depth=1.44x,misc,M_46,False,False,False,1.44,191,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ESBL12,51 length=184 depth=1.22x,misc,M_47,False,False,False,1.22,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ESBL12,52 length=179 depth=1.08x,misc,M_48,False,False,False,1.08,179,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ESBL12,54 length=165 depth=1.19x,misc,M_49,False,False,False,1.19,165,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ESBL12,53 length=165 depth=1.21x,misc,M_50,False,False,False,1.21,165,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ESBL12,55 length=162 depth=0.56x,misc,M_51,False,False,False,0.56,162,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ESBL12,56 length=152 depth=2.25x,misc,M_52,False,False,False,2.25,152,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,ESBL12,57 length=150 depth=2.28x,misc,M_53,False,False,False,2.28,150,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ESBL12,58 length=138 depth=2.24x,misc,M_54,False,False,False,2.24,138,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ESBL12,59 length=135 depth=2.24x,misc,M_55,False,False,False,2.24,135,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ESBL12,60 length=132 depth=0.74x,misc,M_56,False,False,False,0.74,132,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ESBL12,61 length=105 depth=2.15x,misc,M_57,False,False,False,2.15,105,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL12,12 length=78345 depth=1.19x,plasmid,P_0,True,False,False,1.19,78345,['IncFII(pRSB107)'],,,,,,,,,,,,,,,,,60917..61177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL12,13 length=49636 depth=1.12x,plasmid,P_1,True,False,False,1.12,49636,['IncFIB(AP001918)'],,,,,,,,,,,24830..25511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ESBL11,1 length=2995768 depth=1.00x,chromosome,C_0,False,False,False,1.00,2995768,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ESBL11,2 length=1148045 depth=0.88x,chromosome,C_1,False,True,False,0.88,1148045,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817926..819158,,,,,,,,,,
3,ESBL11,3 length=630983 depth=1.01x,misc,M_0,False,True,False,1.01,630983,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306907..307262,,,
4,ESBL11,4 length=422434 depth=1.06x,misc,M_1,False,False,False,1.06,422434,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ESBL11,7 length=19848 depth=0.89x,misc,M_2,False,False,False,0.89,19848,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ESBL11,11 length=2506 depth=0.42x,misc,M_3,False,False,False,0.42,2506,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ESBL11,12 length=1962 depth=0.80x,misc,M_4,False,False,False,0.80,1962,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ESBL11,13 length=1642 depth=2.81x,misc,M_5,False,False,False,2.81,1642,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ESBL11,15 length=1353 depth=2.50x,misc,M_6,False,False,False,2.50,1353,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ESBL11,16 length=1121 depth=1.19x,misc,M_7,False,False,False,1.19,1121,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ESBL11,17 length=1107 depth=0.27x,misc,M_8,False,False,False,0.27,1107,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESBL11,18 length=1077 depth=2.41x,misc,M_9,False,False,False,2.41,1077,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ESBL11,19 length=1039 depth=1.38x,misc,M_10,False,False,False,1.38,1039,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ESBL11,20 length=1012 depth=1.06x,misc,M_11,False,False,False,1.06,1012,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ESBL11,21 length=963 depth=2.47x,misc,M_12,False,False,False,2.47,963,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ESBL11,22 length=906 depth=1.13x,misc,M_13,False,False,False,1.13,906,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ESBL11,23 length=897 depth=1.19x,misc,M_14,False,False,False,1.19,897,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESBL11,24 length=795 depth=2.45x,misc,M_15,False,False,False,2.45,795,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ESBL11,25 length=757 depth=1.06x,misc,M_16,False,False,False,1.06,757,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ESBL11,26 length=667 depth=1.12x,misc,M_17,False,False,False,1.12,667,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ESBL11,27 length=645 depth=1.99x,misc,M_18,False,False,False,1.99,645,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ESBL11,28 length=608 depth=1.18x,misc,M_19,False,False,False,1.18,608,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ESBL11,29 length=572 depth=1.17x,misc,M_20,False,False,False,1.17,572,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESBL11,30 length=546 depth=1.22x,misc,M_21,False,False,False,1.22,546,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ESBL11,31 length=546 depth=1.24x,misc,M_22,False,False,False,1.24,546,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ESBL11,32 length=532 depth=1.00x,misc,M_23,False,False,False,1.00,532,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL11,33 length=532 depth=1.25x,misc,M_24,False,False,False,1.25,532,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL11,35 length=496 depth=1.26x,misc,M_25,False,False,False,1.26,496,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL11,34 length=496 depth=1.12x,misc,M_26,False,False,False,1.12,496,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL11,36 length=478 depth=2.26x,misc,M_27,False,False,False,2.26,478,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ESBL11,37 length=478 depth=0.89x,misc,M_28,False,False,False,0.89,478,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESBL11,38 length=474 depth=1.85x,misc,M_29,False,False,False,1.85,474,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESBL11,39 length=469 depth=1.68x,misc,M_30,False,False,False,1.68,469,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ESBL11,40 length=409 depth=0.96x,misc,M_31,False,False,False,0.96,409,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ESBL11,41 length=388 depth=1.52x,misc,M_32,False,False,False,1.52,388,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ESBL11,42 length=363 depth=1.37x,misc,M_33,False,False,False,1.37,363,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESBL11,43 length=351 depth=0.99x,misc,M_34,False,False,False,0.99,351,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ESBL11,44 length=337 depth=1.13x,misc,M_35,False,False,False,1.13,337,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ESBL11,45 length=337 depth=1.44x,misc,M_36,False,False,False,1.44,337,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ESBL11,46 length=334 depth=2.47x,misc,M_37,False,False,False,2.47,334,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ESBL11,48 length=318 depth=1.14x,misc,M_38,False,False,False,1.14,318,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ESBL11,47 length=318 depth=0.88x,misc,M_39,False,False,False,0.88,318,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ESBL11,49 length=309 depth=2.12x,misc,M_40,False,False,False,2.12,309,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ESBL11,50 length=306 depth=2.00x,misc,M_41,False,False,False,2.00,306,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ESBL11,51 length=302 depth=1.45x,misc,M_42,False,False,False,1.45,302,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ESBL11,52 length=281 depth=1.67x,misc,M_43,False,False,False,1.67,281,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ESBL11,53 length=280 depth=1.57x,misc,M_44,False,False,False,1.57,280,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ESBL11,54 length=275 depth=1.68x,misc,M_45,False,False,False,1.68,275,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ESBL11,55 length=268 depth=1.17x,misc,M_46,False,False,False,1.17,268,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ESBL11,56 length=268 depth=2.69x,misc,M_47,False,False,False,2.69,268,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,ESBL11,57 length=238 depth=1.02x,misc,M_48,False,False,False,1.02,238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,ESBL11,58 length=196 depth=1.52x,misc,M_49,False,False,False,1.52,196,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ESBL11,59 length=192 depth=2.84x,misc,M_50,False,False,False,2.84,192,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ESBL11,60 length=189 depth=2.29x,misc,M_51,False,False,False,2.29,189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ESBL11,61 length=182 depth=1.45x,misc,M_52,False,False,False,1.45,182,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,ESBL11,63 length=181 depth=1.15x,misc,M_53,False,False,False,1.15,181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,ESBL11,62 length=181 depth=1.56x,misc,M_54,False,False,False,1.56,181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,ESBL11,64 length=173 depth=1.82x,misc,M_55,False,False,False,1.82,173,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ESBL11,65 length=164 depth=2.89x,misc,M_56,False,False,False,2.89,164,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,ESBL11,67 length=158 depth=2.07x,misc,M_57,False,False,False,2.07,158,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ESBL11,66 length=158 depth=3.67x,misc,M_58,False,False,False,3.67,158,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,ESBL11,68 length=149 depth=1.18x,misc,M_59,False,False,False,1.18,149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,ESBL11,69 length=149 depth=1.83x,misc,M_60,False,False,False,1.83,149,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ESBL11,70 length=137 depth=5.49x,misc,M_61,False,False,False,5.49,137,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ESBL11,71 length=123 depth=1.38x,misc,M_62,False,False,False,1.38,123,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ESBL11,72 length=118 depth=1.55x,misc,M_63,False,False,False,1.55,118,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,ESBL11,73 length=118 depth=1.19x,misc,M_64,False,False,False,1.19,118,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
