,sample,header,label,name,replicon,resistance,circular,len,genes,ARR-3,Col(BS512),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(3)-IIe,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
tig00000457,ESBL15,tig00000457 len=12781 reads=73 covStat=182.66 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_8,False,False,False,12781,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000456,ESBL15,tig00000456 len=9774 reads=91 covStat=91.32 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_9,False,False,False,9775,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00028538,ESBL15,tig00028538 len=8633 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,8633,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000144,ESBL15,tig00000144 len=7037 reads=3 covStat=-1.32 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,7037,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00028536,ESBL15,tig00028536 len=5421 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,5421,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000186,ESBL15,tig00000186 len=3836 reads=3 covStat=-0.58 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_13,False,False,False,3836,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000251,ESBL15,tig00000251 len=3732 reads=4 covStat=15.31 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_14,False,False,False,3732,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000196,ESBL15,tig00000196 len=3524 reads=7 covStat=17.82 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_15,False,False,False,3524,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00028535,ESBL15,tig00028535 len=3470 reads=10 covStat=-4.47 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_16,False,False,False,3470,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000292,ESBL15,tig00000292 len=3213 reads=6 covStat=2.53 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_17,False,False,False,3213,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000333,ESBL15,tig00000333 len=2934 reads=5 covStat=18.96 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_18,False,False,False,2934,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000190,ESBL15,tig00000190 len=2817 reads=6 covStat=11.88 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_19,False,False,False,2817,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000400,ESBL15,tig00000400 len=2687 reads=24 covStat=-8.81 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_20,False,False,False,2687,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000177,ESBL15,tig00000177 len=2457 reads=9 covStat=11.78 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_21,False,False,False,2457,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000187,ESBL15,tig00000187 len=2378 reads=3 covStat=-1.22 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_22,False,False,False,2378,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000365,ESBL15,tig00000365 len=2185 reads=20 covStat=1.30 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_23,False,False,False,2185,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000182,ESBL15,tig00000182 len=2182 reads=11 covStat=-0.23 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_24,False,False,False,2182,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000449,ESBL15,tig00000449 len=2133 reads=4 covStat=0.42 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_25,False,False,False,2133,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000185,ESBL15,tig00000185 len=1897 reads=3 covStat=2.14 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_26,False,False,False,1897,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000342,ESBL15,tig00000342 len=1693 reads=4 covStat=5.42 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_27,False,False,False,1693,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000354,ESBL15,tig00000354 len=1494 reads=29 covStat=-18.42 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_28,False,False,False,1494,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000310,ESBL15,tig00000310 len=1208 reads=10 covStat=-5.58 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_29,False,False,False,1208,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000460,ESBL15,tig00000460 len=92232 reads=1242 covStat=1214.59 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,92235,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,14767..14908,,,,,,,,,,,,,,,,,,23280..24155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000173,ESBL15,tig00000173 len=10626 reads=33 covStat=116.18 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_1,True,False,True,10628,"['Col(MGD2)', 'ColRNAI']",,,,8511..8611,,,7651..7779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000172,ESBL15,tig00000172 len=6380 reads=52 covStat=74.26 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,False,True,6384,['Col156'],,,,,5876..6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000001,ESBL14,tig00000001 len=4368070 reads=41444 covStat=20494.72 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,4368263,['blaTEM-1B'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923894..2924754,,,,,,,,,,,,,,,,,,,,,,
tig00000184,ESBL14,tig00000184 len=586604 reads=5894 covStat=2432.90 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,True,False,586637,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267736..268968,,,,,,,,,,
tig00000252,ESBL14,tig00000252 len=13842 reads=33 covStat=95.04 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,13846,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000254,ESBL14,tig00000254 len=13055 reads=30 covStat=75.15 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,13076,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000241,ESBL14,tig00000241 len=6401 reads=6 covStat=6.85 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,True,False,6401,"['erm(B)', 'blaCTX-M-27']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481..1356,,,,,,,,,,,,,,6013..6401,,,,,,,,,,,,
tig00000095,ESBL14,tig00000095 len=5233 reads=4 covStat=7.96 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,5233,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000181,ESBL14,tig00000181 len=2547 reads=8 covStat=-4.49 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,2547,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00009455,ESBL14,tig00009455 len=91898 reads=429 covStat=691.87 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_0,True,False,False,91932,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,13101..13463,4051..4732,,,68231..68528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000238,ESBL14,tig00000238 len=51331 reads=316 covStat=316.02 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,True,False,51352,"['blaCTX-M-14', 'IncFII']",,,,,,,,,,,,,,36817..37077,,,,,,,,,,,,,,,,,,,,,,42479..43354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000246,ESBL14,tig00000246 len=30594 reads=117 covStat=211.13 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_2,True,False,False,30628,"['IncX4', 'Col(MG828)']",,,10010..10162,,,,,,,,,,,,,,,,,,,,8581..9291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00009454,ESBL14,tig00009454 len=5081 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_3,True,False,False,5083,['IncFIB(AP001918)'],,,,,,,,,,4055..4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000001,ESBL13,tig00000001 len=4611889 reads=40723 covStat=22517.09 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,4612037,"['mdf(A)', 'tet(34)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388832..390064,,,,,,,1024963..1025318,,,
tig00000246,ESBL13,tig00000246 len=426777 reads=3613 covStat=2146.49 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,426795,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00011034,ESBL13,tig00011034 len=22988 reads=125 covStat=114.32 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,22997,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000764,ESBL13,tig00000764 len=7823 reads=4 covStat=4.69 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,7823,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00011033,ESBL13,tig00011033 len=7720 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,7721,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000072,ESBL13,tig00000072 len=3045 reads=3 covStat=-1.33 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,3045,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001289,ESBL13,tig00001289 len=2033 reads=7 covStat=2.53 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,2033,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00011035,ESBL13,tig00011035 len=1699 reads=16 covStat=-10.04 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,1699,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00011036,ESBL13,tig00011036 len=1696 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,1696,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000300,ESBL13,tig00000300 len=1657 reads=3 covStat=-1.06 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,1657,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000270,ESBL13,tig00000270 len=118195 reads=727 covStat=751.03 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,False,True,118200,['IncFIB(pKPHS1)'],,,,,,,,,,,,42304..42863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000286,ESBL13,tig00000286 len=60126 reads=273 covStat=445.02 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,True,False,60155,"['IncI1', 'blaCMY-42']",,,,,,,,,,,,,,,,,47396..47532,,,,,,,,,,,,,,,,,6979..8124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000001,ESBL12,tig00000001 len=412528 reads=1680 covStat=860.98 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,False,False,412697,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000005,ESBL12,tig00000005 len=294934 reads=1379 covStat=488.75 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_1,False,False,False,295073,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000012,ESBL12,tig00000012 len=206987 reads=843 covStat=412.38 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,207084,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000014,ESBL12,tig00000014 len=205448 reads=884 covStat=378.68 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,205508,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000019,ESBL12,tig00000019 len=185485 reads=754 covStat=370.91 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,185558,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000028,ESBL12,tig00000028 len=171148 reads=642 covStat=380.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,171245,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000016,ESBL12,tig00000016 len=170659 reads=771 covStat=290.13 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,170708,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000025,ESBL12,tig00000025 len=157496 reads=693 covStat=266.21 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,157625,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000029,ESBL12,tig00000029 len=150312 reads=585 covStat=324.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,150413,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000272,ESBL12,tig00000272 len=147789 reads=518 covStat=344.66 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,147887,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000045,ESBL12,tig00000045 len=141004 reads=690 covStat=196.11 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,141015,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000022,ESBL12,tig00000022 len=134059 reads=623 covStat=215.38 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,True,False,134052,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117499..118731,,,,,,,,,,
tig00000036,ESBL12,tig00000036 len=128206 reads=464 covStat=287.07 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,128280,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000054,ESBL12,tig00000054 len=121608 reads=492 covStat=245.29 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_13,False,False,False,121657,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000004,ESBL12,tig00000004 len=111755 reads=437 covStat=219.62 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_14,False,False,False,111802,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000037,ESBL12,tig00000037 len=111617 reads=526 covStat=166.13 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_15,False,False,False,111654,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000050,ESBL12,tig00000050 len=108242 reads=472 covStat=196.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_16,False,False,False,108288,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000058,ESBL12,tig00000058 len=103062 reads=498 covStat=155.66 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_17,False,True,False,103098,"['blaTEM-1B', ""aph(3')-Ia"", 'tet(D)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18502..19317,,,,,,,,,,,14320..15180,,,,,,,,,,,,,,,,,,,,,,15660..16844
tig00000073,ESBL12,tig00000073 len=101926 reads=420 covStat=189.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_18,False,False,False,101881,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000048,ESBL12,tig00000048 len=97962 reads=485 covStat=133.65 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_19,False,False,False,97991,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000043,ESBL12,tig00000043 len=94973 reads=445 covStat=145.58 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_20,False,False,False,95014,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000060,ESBL12,tig00000060 len=91943 reads=377 covStat=179.64 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_21,False,False,False,91993,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000070,ESBL12,tig00000070 len=91184 reads=379 covStat=170.60 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_22,False,False,False,91232,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000069,ESBL12,tig00000069 len=86116 reads=430 covStat=117.17 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_23,False,False,False,86193,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00002939,ESBL12,tig00002939 len=81339 reads=295 covStat=180.81 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_24,False,False,False,81407,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000081,ESBL12,tig00000081 len=67588 reads=271 covStat=136.54 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_25,False,False,False,67605,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000075,ESBL12,tig00000075 len=65346 reads=260 covStat=113.75 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_26,False,False,False,65373,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000108,ESBL12,tig00000108 len=64560 reads=218 covStat=144.87 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_27,False,False,False,64595,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000090,ESBL12,tig00000090 len=61379 reads=239 covStat=109.53 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_28,False,False,False,61455,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000079,ESBL12,tig00000079 len=61123 reads=300 covStat=65.35 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_29,False,False,False,61141,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000084,ESBL12,tig00000084 len=60691 reads=290 covStat=87.63 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_30,False,False,False,60730,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000093,ESBL12,tig00000093 len=58596 reads=233 covStat=112.99 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_31,False,False,False,58635,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000087,ESBL12,tig00000087 len=53296 reads=183 covStat=120.80 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_32,False,True,False,53310,"[""ant(3'')-Ia"", 'dfrA1']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10318..11117,,,,,,,,,,,,,,,,,,,9179..9652,,,,,,,,,,,,,,,,
tig00000107,ESBL12,tig00000107 len=47987 reads=175 covStat=91.98 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_33,False,False,False,48011,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000110,ESBL12,tig00000110 len=46240 reads=195 covStat=65.05 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_34,False,False,False,46268,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000104,ESBL12,tig00000104 len=42579 reads=185 covStat=63.37 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_35,False,False,False,42593,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000088,ESBL12,tig00000088 len=42023 reads=135 covStat=91.50 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_36,False,False,False,42061,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000008,ESBL12,tig00000008 len=41983 reads=209 covStat=44.71 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_37,False,False,False,41998,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00002942,ESBL12,tig00002942 len=37051 reads=124 covStat=75.35 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_38,False,True,False,37074,['blaCTX-M-14b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23105..23980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000099,ESBL12,tig00000099 len=35933 reads=119 covStat=85.62 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_39,False,False,False,35960,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
